idLegend,tab,col,value,meaning
857,Activities,tuc,5240,"Unspecified library"
858,Activities,tuc,3590,"Other specified construction and repairs"
859,Activities,tuc,314,"Getting dressed"
860,Activities,tuc,7259,"Other specified computing"
861,Activities,tuc,3314,"Using tumble dryer"
862,Activities,survey,90043,WorkingHours
863,Activities,tuc,4270,"Unspecified childcare as help to other househ"
864,Activities,survey,90602,TimeMobile
865,Activities,enjoyment,20002,"enjoyment 1"
866,Activities,survey,90601,TimeMobile
867,Activities,tuc,6142,"Indoor team games"
868,Activities,tuc,9390,"Travel escorting an adult (other than educati"
869,Activities,time,10002,"activity time"
870,Activities,survey,90605,TimeMobile
871,Activities,people,30011,"location home"
872,Activities,tuc,3250,"Clear up"
873,Activities,tuc,8573,"Trim hair"
874,Activities,tuc,3510,"House construction and renovation"
875,Activities,tuc,1130,Work
876,Activities,tuc,7150,"Unspecified hobbies"
877,Activities,tuc,3800,Childcare
878,Activities,tuc,8542,"Tumble dryer"
879,Activities,tuc,5250,"Sports events"
880,Activities,tuc,2190,Study
881,Activities,tuc,8216,Computer
882,Activities,tuc,7119,"Other specified visual arts"
884,Activities,tuc,3600,Shopping
885,Activities,tuc,4278,"Accompanying own non-coresident child"
886,Activities,tuc,3811,"Feeding the child"
887,Activities,tuc,5210,Cinema
888,Activities,tuc,3140,Preserving
889,Activities,tuc,8599,"Hygiene / Beauty"
890,Activities,tuc,302,"Getting ready"
891,Activities,survey,90092,EnergyInterest
892,Activities,survey,90091,EnergyInterest
893,Activities,survey,90031,Occupation
894,Activities,tuc,5242,"Reference to bks and other library materials "
895,Activities,tuc,3891,"Other specified childcare"
896,Activities,tuc,8517,"Lights off"
897,Activities,survey,90094,EnergyInterest
898,Activities,survey,90093,EnergyInterest
899,Activities,tuc,5100,"Unspecified social life"
900,Activities,tuc,322,"Bathing children"
901,Activities,tuc,9234,"Taking children"
902,Activities,tuc,1390,"Other specified activities related to employm"
903,Activities,tuc,8560,"Garden tools"
905,Activities,tuc,7329,"Other specified parlour games and play"
906,Activities,time,10217,"activity time"
907,Activities,time,10218,"activity time"
908,Activities,time,10213,"activity time"
909,Activities,time,10214,"activity time"
910,Activities,time,10215,"activity time"
911,Activities,time,10216,"activity time"
912,Activities,time,10209,"activity time"
913,Activities,time,10210,"activity time"
914,Activities,time,10211,"activity time"
915,Activities,time,10212,"activity time"
916,Activities,tuc,4200,"Unspecified informal help to other households"
917,Activities,tuc,8211,"Watching a film on TV"
918,Activities,tuc,6005,"Food outdoors"
919,Activities,survey,90054,WorkRegularity
920,Activities,tuc,8510,"Household appliance use"
921,Activities,survey,90052,WorkRegularity
922,Activities,survey,90053,WorkRegularity
923,Activities,survey,90051,WorkRegularity
924,Activities,tuc,2210,"Free Time Study"
925,Activities,tuc,9110,"Travel (work)"
926,Activities,tuc,3900,"Being with others"
927,Activities,tuc,3430,"With pet"
928,Activities,survey,90044,WorkingHours
929,Activities,tuc,5243,"Using internet in the library"
930,Activities,tuc,210,Eat
931,Activities,tuc,4277,"Reading, playing & talking to own non-coresid"
932,Activities,enjoyment,20003,"enjoyment 2"
933,Activities,tuc,5120,"Visiting and receiving visitors"
934,Activities,tuc,6110,"Walking and hiking"
935,Activities,survey,90061,WorkHome
936,Activities,survey,90062,WorkHome
937,Activities,survey,90063,WorkHome
938,Activities,survey,90064,WorkHome
939,Activities,survey,90065,WorkHome
940,Activities,survey,90066,WorkHome
941,Activities,tuc,9710,"Travel related to gambling"
942,Activities,tuc,6170,"Unspecified water sports"
943,Activities,tuc,6140,"Unspecified ball games"
944,Activities,tuc,3721,"Online shopping"
945,Activities,tuc,3410,Gardening
946,Activities,tuc,6312,"Activities related to productive exercise"
947,Activities,tuc,3110,"Prepare meal"
948,Activities,tuc,3440,"Walking the dog"
949,Activities,survey,90036,Occupation
950,Activities,tuc,3920,"Play with child"
951,Activities,tuc,7120,"Unspecified performing arts"
952,Activities,tuc,6006,"Outdoor food"
953,Activities,tuc,8210,"Screen time"
954,Activities,tuc,8557,Toys
955,Activities,tuc,9400,"Travel related to organisational work"
956,Activities,tuc,8541,"Washing machine"
957,Activities,tuc,316,Wash
958,Activities,tuc,7140,"Other specified arts"
959,Activities,tuc,8545,Iron
960,Activities,tuc,8553,TV
961,Activities,tuc,4320,"Religious activities"
962,Activities,tuc,3111,"Prepare cold meal"
963,Activities,tuc,311,Shower
964,Activities,tuc,5190,Socialising
965,Activities,tuc,8551,Computer
966,Activities,tuc,8544,"Sewing machine"
967,Activities,tuc,5223,"Concerts or other performances of classical m"
969,Activities,survey,90801,TimeCooking
970,Activities,time,11002,"Edit time"
972,Activities,people,30021,Walking
973,Activities,survey,90095,EnergyInterest
974,Activities,people,30022,Cycling
976,Activities,time,10207,"activity time"
977,Activities,time,10208,"activity time"
978,Activities,people,30011,"location home"
979,Activities,time,10201,"activity time"
980,Activities,time,10202,"activity time"
981,Activities,time,10200,"activity time"
982,Activities,time,10205,"activity time"
983,Activities,time,10206,"activity time"
984,Activities,time,10203,"activity time"
985,Activities,time,10204,"activity time"
986,Activities,tuc,6310,"Unspecified sports related activities"
987,Activities,tuc,5110,"Socialising with family"
988,Activities,tuc,7340,Gambling
989,Activities,people,30018,"location outdoors"
991,Activities,tuc,8110,"Reading periodicals"
992,Activities,tuc,9010,"Travel related to personal business"
993,Activities,tuc,8311,"Listening to music on the radio"
994,Activities,tuc,5000,"Personal care"
995,Activities,survey,90106,UseDishwasher
996,Activities,survey,90105,UseDishwasher
997,Activities,survey,90104,UseDishwasher
998,Activities,survey,90103,UseDishwasher
999,Activities,survey,90102,UseDishwasher
1000,Activities,survey,90101,UseDishwasher
1001,Activities,tuc,8556,Music
1002,Activities,tuc,8571,"Hair dryer"
1003,Activities,tuc,3690,"Other specified shopping and services"
1004,Activities,tuc,8562,"Hedge trimmer"
1005,Activities,tuc,6120,"Jogging and running"
1006,Activities,survey,90702,TimeScreens
1007,Activities,tuc,7320,"Unspecified games and play with others"
1008,Activities,people,30016,"location outdoors public place"
1009,Activities,tuc,6131,Biking
1010,Activities,tuc,212,"Eating hot meal"
1011,Activities,time,10005,"activity time"
1012,Activities,tuc,6143,"Outdoor pairs or doubles games"
1013,Activities,tuc,4282,"Accompanying an adult as help to another hous"
1014,Activities,tuc,9360,"Going shopping"
1015,Activities,tuc,1110,"Main job"
1016,Activities,time,11004,"Something else"
1017,Activities,tuc,315,"Hygiene / Beauty"
1018,Activities,tuc,3720,Internet
1019,Activities,tuc,3490,"Other specified gardening and pet care"
1020,Activities,tuc,8502,"Use an appliance"
1021,Activities,tuc,9420,"Travel related to informal help to other hous"
1022,Activities,survey,90204,UseWashingMachine
1023,Activities,survey,90205,UseWashingMachine
1024,Activities,survey,90206,UseWashingMachine
1025,Activities,tuc,6210,"Hunting and fishing"
1026,Activities,survey,90201,UseWashingMachine
1027,Activities,survey,90202,UseWashingMachine
1028,Activities,survey,90203,UseWashingMachine
1029,Activities,tuc,3619,"Other specified shopping"
1030,Activities,tuc,3200,Housework
1031,Activities,tuc,5229,"Other specified theatre or concerts"
1032,Activities,tuc,3212,"Vacuum cleaning"
1033,Activities,tuc,5241,"Borrowing books, records, audiotapes, videota"
1034,Activities,tuc,3620,"Commercial and administrative services"
1035,Activities,tuc,6010,"Outdoors / appliances"
1036,Activities,tuc,4230,"Gardening and pet care as help to other house"
1038,Activities,tuc,3820,"Study with child"
1039,Activities,tuc,3136,"Lay or clear table"
1040,Activities,tuc,8312,"Listening to sport on the radio"
1041,Activities,tuc,3230,"Heating and water"
1042,Activities,tuc,3614,"Shopping or browsing at car boot sales or ant"
1043,Activities,tuc,10,"Sleep or rest"
1044,Activities,tuc,8300,"Unspecified listening to radio and music"
1045,Activities,tuc,6200,"Unspecified productive exercise"
1046,Activities,tuc,3840,"not used - Accompanying child"
1047,Activities,people,30013,"location work"
1048,Activities,survey,40001,"activity time"
1049,Activities,survey,40003,"activity time"
1050,Activities,survey,40002,"activity time"
1051,Activities,survey,40005,"activity time"
1052,Activities,time,10222,"activity time"
1053,Activities,survey,40006,"activity time"
1055,Activities,tuc,3722,"Shopping for&ordring food via the internet"
1056,Activities,survey,90011,Gender
1057,Activities,tuc,1111,Work
1058,Activities,time,10011,"activity time"
1059,Activities,time,10010,"activity time"
1060,Activities,time,10012,"activity time"
1061,Activities,tuc,6149,"Other specified ball games"
1062,Activities,tuc,4271,"Physical care and supervision of child as hel"
1063,Activities,tuc,6119,"Other walk or hike"
1064,Activities,tuc,9630,"Travel related to productive excs expt huntin"
1065,Activities,tuc,3214,Cleaning
1066,Activities,tuc,8540,"Handling clothes"
1067,Activities,tuc,3818,"Putting child to bed"
1068,Activities,tuc,4273,"Reading, playing & talking to the child as he"
1069,Activities,tuc,4120,"Volunteer work through an organisation"
1070,Activities,tuc,5244,"Using computers in the library other than int"
1071,Activities,tuc,4289,"Other specified help to an adult member of an"
1072,Activities,tuc,9380,"Travel escorting a child (other than educatio"
1073,Activities,tuc,3211,"Cleaning house"
1074,Activities,tuc,213,Snack
1075,Activities,tuc,8536,Dishwasher
1076,Activities,tuc,3920,"Help someone"
1077,Activities,tuc,5293,"Visiting a botanical site"
1078,Activities,tuc,3240,"Arrange things"
1079,Activities,tuc,8532,"Cook on hob"
1080,Activities,tuc,3613,"Shopping mainly related to accommodation"
1081,Activities,tuc,8534,Toaster
1082,Activities,tuc,9310,"Travel (shop/service)"
1084,Activities,survey,90080,Income
1085,Activities,survey,90082,Income
1086,Activities,survey,90081,Income
1087,Activities,survey,90084,Income
1088,Activities,survey,90083,Income
1089,Activities,survey,90085,Income
1090,Activities,tuc,0,"Personal care"
1091,Activities,tuc,3124,Toaster
1092,Activities,tuc,6003,"Getting a takeaway"
1093,Activities,tuc,8511,"Vacuum cleaner"
1094,Activities,tuc,5292,"Visiting a wildlife site"
1095,Activities,tuc,6290,"Other specified productive exercise"
1096,Activities,tuc,8531,Oven
1097,Activities,tuc,321,Bathing
1098,Activities,tuc,5299,"Other specified entertainment or culture"
1099,Activities,tuc,5224,"Live music other than classical concerts, ope"
1100,Activities,tuc,9991,"Unspecified time use"
1101,Activities,enjoyment,20005,"enjoyment 4"
1102,Activities,tuc,3910,"Being with friends"
1103,Activities,survey,90703,TimeScreens
1104,Activities,survey,90701,TimeScreens
1105,Activities,survey,90706,TimeScreens
1106,Activities,survey,90704,TimeScreens
1107,Activities,survey,90705,TimeScreens
1108,Activities,tuc,3120,Baking
1109,Activities,tuc,8501,"Use an appliance"
1110,Activities,tuc,8514,Heater
1111,Activities,tuc,9500,"Travel (social)"
1112,Activities,tuc,9980,"Illegible activity"
1113,Activities,tuc,8572,"Brush teeth"
1114,Activities,tuc,7111,"Painting, drawing or other graphic arts"
1115,Activities,tuc,9130,"Travel to work from a place other than home"
1116,Activities,tuc,3929,"Other specified help to a dependent adult hou"
1117,Activities,tuc,110,Sleep
1118,Activities,survey,90090,EnergyInterest
1119,Activities,tuc,9100,"Travel to/from work"
1121,Activities,location,1,Home
1122,Activities,location,2,Travelling
1123,Activities,location,3,"At work"
1124,Activities,location,4,Public
1125,Activities,location,5,Outdoors
1126,Activities,location,6,Garden
1127,Activities,location,7,Other
1128,Activities,location,21,Walking
1129,Activities,location,24,"Public transport"
1130,Activities,location,23,Driving
1131,Activities,location,22,Cycling
1132,NULL,NULL,NULL,NULL
1133,Activities,location5,1,Home
1134,Activities,location5,2,Travelling
1135,Activities,location5,3,Work
1136,Activities,location5,4,Public
1137,Activities,location5,5,Public
1138,Activities,location5,6,Garden
1139,Activities,location5,7,Travelling
1140,Activities,location5,21,Travelling
1141,Activities,location5,24,Travelling
1142,Activities,location5,23,Travelling
1143,Activities,location5,22,Travelling
1144,Activities,tuc,8525,"Brush teeth"
1145,Activities,tuc,8523,Music
1146,Activities,tuc,9000,Travel
1147,Activities,tuc,8503,"Dish washer"
